Date,Open,High,Low,Close,Adj Close,Volume,Sentiment Score
2015-06-11,253.259995,254.369995,250.429993,251.410004,251.410004,2044100,0.525711111111111
2015-06-12,250.210007,253.460007,250.210007,250.690002,250.690002,1422300,0.4926
2015-06-15,249.699997,251.279999,246.009995,250.380005,250.380005,2186200,0.6064
2015-06-16,250.130005,253.440002,249.100006,253.119995,253.119995,1984700,0.6637000000000001
2015-06-17,252.169998,264.359985,252.020004,260.410004,260.410004,5512900,0.7210000000000001
2015-06-18,262.0,263.459991,260.019989,261.890015,261.890015,2782700,0.7783
2015-06-19,262.399994,263.799988,260.100006,262.51001,262.51001,2463000,0.8356
2015-06-22,262.149994,264.399994,255.690002,259.790009,259.790009,4561100,0.66475
2015-06-23,260.320007,268.0,258.570007,267.670013,267.670013,3870800,0.4939
2015-06-24,266.980011,267.350006,263.720001,265.170013,265.170013,2412300,0.370425
2015-06-25,266.450012,271.410004,265.25,268.790009,268.790009,2849200,0.24695
2015-06-26,268.890015,269.109985,266.0,267.089996,267.089996,3838400,0.123475
2015-06-29,261.950012,265.950012,260.700012,262.019989,262.019989,3478900,0.0
2015-06-30,264.799988,270.920013,264.0,268.26001,268.26001,3086900,0.00645
2015-07-01,271.109985,272.619995,267.850006,269.149994,269.149994,2101200,0.0129
2015-07-02,280.200012,282.450012,273.309998,280.019989,280.019989,7163900,0.01935
2015-07-06,278.880005,281.690002,276.299988,279.720001,279.720001,4121900,0.0258
2015-07-07,275.0,275.200012,260.769989,267.880005,267.880005,6105100,0.022933333333333333
2015-07-08,259.320007,260.799988,254.309998,254.960007,254.960007,6221100,0.020066666666666667
2015-07-09,259.079987,262.950012,256.790009,257.920013,257.920013,3334100,0.0172
2015-07-10,262.220001,263.0,257.820007,259.149994,259.149994,2610900,0.014333333333333333
2015-07-13,262.25,262.549988,256.049988,262.160004,262.160004,2960300,0.011466666666666667
2015-07-14,262.100006,265.98999,260.51001,265.649994,265.649994,1907600,0.0086
2015-07-15,266.73999,267.48999,262.079987,263.140015,263.140015,2021600,0.005733333333333333
2015-07-16,264.220001,267.200012,263.160004,266.679993,266.679993,1616000,0.0028666666666666667
2015-07-17,272.5,275.540009,268.25,274.660004,274.660004,5004100,0.0
2015-07-20,275.0,286.649994,272.540009,282.26001,282.26001,4978500,0.0
2015-07-21,270.049988,273.5,266.549988,266.769989,266.769989,6108700,0.0
2015-07-22,261.269989,269.440002,260.859985,267.869995,267.869995,3105000,0.0
2015-07-23,269.649994,269.899994,265.269989,267.200012,267.200012,2227200,0.0
2015-07-24,267.380005,271.089996,263.920013,265.410004,265.410004,2836500,0.0
2015-07-27,262.429993,264.429993,250.789993,253.009995,253.009995,4694200,0.0
2015-07-28,255.75,265.399994,251.839996,264.820007,264.820007,3895800,-0.15975000000000003
2015-07-29,264.269989,267.890015,262.0,263.820007,263.820007,2790100,0.153375
2015-07-30,262.690002,266.940002,262.109985,266.790009,266.790009,2034600,0.4665
2015-07-31,267.600006,269.359985,265.119995,266.149994,266.149994,2222600,0.07884999999999999
2015-08-03,266.290009,266.709991,257.070007,259.98999,259.98999,2553500,-0.04656250000000002
2015-08-04,260.01001,266.720001,258.339996,266.279999,266.279999,2352500,-0.17197500000000004
2015-08-05,263.579987,271.0,260.399994,270.130005,270.130005,6214300,-0.2973875
2015-08-06,249.539993,255.0,236.119995,246.130005,246.130005,14623800,-0.4228
2015-08-07,243.580002,243.729996,238.389999,242.509995,242.509995,5073400,-0.3624
2015-08-10,238.149994,242.970001,236.050003,241.139999,241.139999,4185900,-0.302
2015-08-11,237.149994,239.300003,234.440002,237.369995,237.369995,4264900,-0.2416
2015-08-12,235.0,239.770004,232.740005,238.169998,238.169998,3728000,-0.1812
2015-08-13,239.860001,246.479996,239.119995,242.509995,242.509995,4689200,-0.12080000000000002
2015-08-14,247.240005,247.929993,241.770004,243.149994,243.149994,4364800,-0.06040000000000001
2015-08-17,255.559998,256.589996,250.509995,254.990005,254.990005,7176700,0.0
2015-08-18,255.380005,260.950012,253.559998,260.720001,260.720001,4195000,0.005611111111111112
2015-08-19,260.329987,260.649994,255.020004,255.25,255.25,3604300,0.011222222222222224
2015-08-20,252.059998,254.559998,241.899994,242.179993,242.179993,4905800,0.016833333333333336
2015-08-21,236.0,243.800003,230.509995,230.770004,230.770004,6590200,0.022444444444444447
2015-08-24,202.789993,231.399994,195.0,218.869995,218.869995,9581600,0.02805555555555556
2015-08-25,230.520004,230.899994,219.119995,220.029999,220.029999,4327300,0.03366666666666667
2015-08-26,227.929993,228.0,215.509995,224.839996,224.839996,4963000,0.039277777777777786
2015-08-27,231.0,244.75,230.809998,242.990005,242.990005,7656000,0.044888888888888895
2015-08-28,241.860001,251.449997,241.570007,248.479996,248.479996,5513700,0.0505
2015-08-31,245.619995,254.949997,245.509995,249.059998,249.059998,4700200,0.05611111111111112
2015-09-01,240.339996,246.0,236.970001,238.630005,238.630005,5454800,0.061722222222222234
2015-09-02,245.300003,247.880005,239.779999,247.690002,247.690002,4629200,0.06733333333333334
2015-09-03,252.059998,252.080002,245.0,245.570007,245.570007,4194800,0.12041428571428572
2015-09-04,240.889999,244.089996,238.199997,241.929993,241.929993,3689200,0.1734952380952381
2015-09-08,245.050003,249.160004,244.050003,248.169998,248.169998,3138200,0.2265761904761905
2015-09-09,252.050003,254.25,248.300003,248.910004,248.910004,3390800,0.2796571428571429
2015-09-10,247.229996,250.720001,245.330002,248.479996,248.479996,2709000,0.3327380952380953
2015-09-11,247.639999,250.240005,244.729996,250.240005,250.240005,2350800,0.3858190476190476
2015-09-14,251.100006,254.25,249.669998,253.190002,253.190002,2890900,0.4389
2015-09-15,252.75,254.600006,249.5,253.570007,253.570007,2933500,0.43179285714285714
2015-09-16,253.039993,262.880005,252.880005,262.25,262.25,4417100,0.4246857142857143
2015-09-17,263.959991,265.5,260.690002,262.070007,262.070007,3585800,0.4175785714285714
2015-09-18,257.959991,263.820007,257.5,260.619995,260.619995,3763100,0.4104714285714286
2015-09-21,263.980011,271.570007,255.800003,264.200012,264.200012,6120200,0.40336428571428573
2015-09-22,259.029999,262.649994,255.869995,260.940002,260.940002,3664400,0.39625714285714286
2015-09-23,261.950012,262.079987,257.579987,261.059998,261.059998,2600800,0.38915
2015-09-24,259.529999,263.450012,256.209991,263.119995,263.119995,3448200,0.5130250000000001
2015-09-25,266.609985,266.910004,256.149994,256.910004,256.910004,3773400,0.6369
2015-09-28,257.350006,259.790009,246.610001,248.429993,248.429993,4901100,0.31845
2015-09-29,250.460007,254.729996,245.460007,246.649994,246.649994,3703200,0.0
2015-09-30,252.0,252.399994,242.339996,248.399994,248.399994,4929600,-0.3535
2015-10-01,247.509995,248.5,237.130005,239.880005,239.880005,4573000,-0.07118124999999997
2015-10-02,235.600006,247.699997,234.929993,247.570007,247.570007,4424000,0.2111375
2015-10-05,248.839996,249.839996,244.130005,246.149994,246.149994,3689900,0.228625
2015-10-06,240.0,243.029999,235.580002,241.460007,241.460007,5225200,0.2461125
2015-10-07,236.630005,237.699997,229.119995,231.960007,231.960007,6814000,0.2636
2015-10-08,230.080002,230.720001,221.309998,226.720001,226.720001,6133200,0.2810875
2015-10-09,220.929993,224.369995,218.360001,220.690002,220.690002,6158400,0.298575
2015-10-12,222.990005,223.0,215.270004,215.580002,215.580002,3836300,0.31251666666666666
2015-10-13,213.279999,222.520004,211.130005,219.25,219.25,5171500,0.3264583333333333
2015-10-14,220.669998,220.949997,215.429993,216.880005,216.880005,3104400,0.3404
2015-10-15,216.429993,221.729996,213.699997,221.309998,221.309998,2844200,0.3183666666666667
2015-10-16,223.039993,230.479996,222.869995,227.009995,227.009995,4334500,0.5544833333333333
2015-10-19,226.5,231.149994,224.940002,228.100006,228.100006,2507900,0.7906
2015-10-20,227.720001,228.600006,202.0,213.029999,213.029999,14900000,0.5014000000000001
2015-10-21,211.990005,214.809998,208.800003,210.089996,210.089996,4151500,0.21220000000000003
2015-10-22,211.559998,215.75,209.399994,211.720001,211.720001,2825200,0.2873
2015-10-23,215.0,215.350006,207.690002,209.089996,209.089996,4235500,0.33905
2015-10-26,211.380005,215.880005,210.0,215.259995,215.259995,3391400,0.4025666666666667
2015-10-27,214.839996,217.100006,207.509995,210.350006,210.350006,3519400,0.765
2015-10-28,211.309998,213.449997,208.300003,212.960007,212.960007,2728600,0.392675
2015-10-29,211.75,213.75,210.639999,211.630005,211.630005,1805000,0.02034999999999998
2015-10-30,210.399994,211.630005,203.889999,206.929993,206.929993,4438900,0.8478
2015-11-02,208.919998,215.800003,207.220001,213.789993,213.789993,3927900,0.3382
2015-11-03,213.850006,214.440002,207.75,208.350006,208.350006,8332500,0.1691
2015-11-04,227.0,232.740005,225.199997,231.630005,231.630005,12726400,0.0
2015-11-05,230.580002,234.580002,229.190002,231.770004,231.770004,4496800,0.01809722222222222
2015-11-06,230.699997,233.360001,229.5,232.360001,232.360001,2445300,0.03619444444444444
2015-11-09,232.990005,232.990005,224.309998,225.330002,225.330002,3850900,0.054291666666666655
2015-11-10,223.479996,223.699997,216.080002,216.5,216.5,4617000,0.07238888888888888
2015-11-11,217.770004,219.479996,213.630005,219.080002,219.080002,3347800,0.0904861111111111
2015-11-12,217.850006,219.0,212.660004,212.940002,212.940002,2915900,0.10858333333333331
2015-11-13,212.949997,212.990005,206.520004,207.190002,207.190002,3430300,0.12668055555555555
2015-11-16,206.089996,214.979996,205.800003,214.309998,214.309998,2925400,0.14477777777777776
2015-11-17,215.199997,216.0,211.399994,214.0,214.0,2148700,0.16287499999999996
2015-11-18,214.5,221.380005,212.520004,221.070007,221.070007,2811900,0.1809722222222222
2015-11-19,220.539993,226.190002,220.300003,221.800003,221.800003,2504400,0.1990694444444444
2015-11-20,223.490005,225.0,213.580002,220.009995,220.009995,4400700,0.21716666666666665
2015-11-23,217.350006,219.179993,214.679993,217.75,217.75,2526200,0.26298958333333333
2015-11-24,215.369995,221.0,215.0,218.25,218.25,2480300,0.3088125
2015-11-25,221.339996,230.830002,220.380005,229.639999,229.639999,3990800,0.24705
2015-11-27,231.059998,232.25,227.009995,231.610001,231.610001,1949400,0.1852875
2015-11-30,231.789993,234.279999,229.080002,230.259995,230.259995,2659800,0.123525
2015-12-01,231.059998,238.0,231.050003,237.190002,237.190002,3734000,0.0617625
2015-12-02,237.0,238.600006,231.229996,231.990005,231.990005,2981500,0.0
2015-12-03,235.479996,237.449997,230.0,232.710007,232.710007,2939600,0.4404
2015-12-04,232.460007,233.270004,227.660004,230.380005,230.380005,2573600,0.4753
2015-12-07,227.699997,235.630005,226.149994,231.130005,231.130005,3144200,0.5121666666666667
2015-12-08,227.520004,228.800003,224.199997,226.720001,226.720001,2687600,0.5490333333333333
2015-12-09,226.699997,227.5,220.720001,224.520004,224.520004,3057800,0.5859
2015-12-10,224.710007,228.490005,223.639999,227.070007,227.070007,2071700,-0.03340000000000001
2015-12-11,225.240005,225.75,216.639999,217.020004,217.020004,3268700,0.0
2015-12-14,217.509995,220.919998,214.869995,218.580002,218.580002,2827100,0.0
2015-12-15,221.820007,222.220001,218.0,221.089996,221.089996,2244400,0.0
2015-12-16,222.100006,234.880005,220.729996,234.509995,234.509995,5104300,0.0
2015-12-17,233.940002,237.759995,229.809998,233.389999,233.389999,3298600,0.0
2015-12-18,232.889999,235.899994,229.289993,230.460007,230.460007,3014200,-0.0557
2015-12-21,231.690002,235.830002,231.080002,232.559998,232.559998,1953200,0.0
2015-12-22,234.990005,236.550003,229.630005,229.949997,229.949997,1961500,0.1868125
2015-12-23,232.179993,233.449997,228.130005,229.699997,229.699997,1555000,0.13454479166666666
2015-12-24,230.559998,231.880005,228.279999,230.570007,230.570007,708000,0.08227708333333332
2015-12-28,231.490005,231.979996,225.539993,228.949997,228.949997,1901300,0.030009374999999977
2015-12-29,230.059998,237.720001,229.550003,237.190002,237.190002,2406300,-0.022258333333333352
2015-12-30,236.600006,243.630005,235.669998,238.089996,238.089996,3697900,-0.07452604166666671
2015-12-31,238.509995,243.449997,238.369995,240.009995,240.009995,2715000,-0.12679375000000004
2016-01-04,230.720001,231.380005,219.0,223.410004,223.410004,6827100,-0.17906145833333337
2016-01-05,226.360001,226.889999,220.0,223.429993,223.429993,3186800,-0.2313291666666667
2016-01-06,220.0,220.050003,215.979996,219.039993,219.039993,3779100,-0.283596875
2016-01-07,214.190002,218.440002,213.669998,215.649994,215.649994,3554300,-0.3358645833333334
2016-01-08,217.860001,220.440002,210.770004,211.0,211.0,3628100,-0.3881322916666667
2016-01-11,214.009995,214.449997,203.0,207.850006,207.850006,4091400,-0.44040000000000007
2016-01-12,211.600006,213.740005,205.309998,209.970001,209.970001,3091900,0.20095
2016-01-13,212.009995,212.649994,200.0,200.309998,200.309998,4126400,0.3818625
2016-01-14,202.210007,210.0,193.380005,206.179993,206.179993,6490700,0.562775
2016-01-15,198.970001,205.070007,197.25,204.990005,204.990005,5578600,0.7436875
2016-01-19,208.710007,210.470001,200.779999,204.720001,204.720001,4038700,0.9246
2016-01-20,199.399994,201.279999,191.25,198.699997,198.699997,5838600,0.0
2016-01-21,201.550003,203.229996,195.020004,199.970001,199.970001,3166200,-0.0128
2016-01-22,204.800003,205.5,199.029999,202.550003,202.550003,3124100,-0.0256
2016-01-25,200.059998,203.570007,195.880005,196.380005,196.380005,2698700,-0.038400000000000004
2016-01-26,196.699997,197.820007,188.880005,193.559998,193.559998,4964200,-0.0512
2016-01-27,192.380005,193.259995,185.770004,188.070007,188.070007,3617200,-0.064
2016-01-28,190.789993,191.279999,182.410004,189.699997,189.699997,4592800,-0.07680000000000001
2016-01-29,189.949997,193.740005,188.080002,191.199997,191.199997,2852300,-0.0896
2016-02-01,188.759995,199.520004,182.75,196.940002,196.940002,5297600,-0.1024
2016-02-02,192.419998,193.119995,180.229996,182.779999,182.779999,5773600,-0.11520000000000001
2016-02-03,183.589996,183.940002,170.179993,173.479996,173.479996,7931400,-0.128
2016-02-04,170.699997,175.979996,166.990005,175.330002,175.330002,4385400,-0.212
2016-02-05,171.300003,173.0,157.740005,162.600006,162.600006,9437600,-0.296
2016-02-08,157.100006,157.149994,146.0,147.990005,147.990005,9313000,-0.09118333333333334
2016-02-09,142.320007,159.789993,141.050003,148.25,148.25,8651600,0.11363333333333331
2016-02-10,150.5,154.970001,141.740005,143.669998,143.669998,10406500,0.31845
2016-02-11,152.0,163.259995,147.0,150.470001,150.470001,14252400,0.13658333333333333
2016-02-12,155.0,157.009995,143.699997,151.039993,151.039993,7235800,0.30119166666666664
2016-02-16,158.699997,162.949997,154.110001,155.169998,155.169998,5593800,0.4658
2016-02-17,159.0,169.339996,156.679993,168.679993,168.679993,5825200,0.4019
2016-02-18,172.419998,172.949997,164.770004,166.770004,166.770004,3887600,0.297425
2016-02-19,163.660004,167.490005,162.5,166.580002,166.580002,2959400,0.18416666666666667
2016-02-22,170.119995,178.910004,169.850006,177.740005,177.740005,5060100,0.09208333333333334
2016-02-23,176.160004,181.729996,173.679993,177.210007,177.210007,5984400,0.0
2016-02-24,172.75,179.5,167.839996,179.0,179.0,5395600,0.4201
2016-02-25,178.649994,188.520004,175.199997,187.429993,187.429993,5750700,0.04353333333333331
2016-02-26,188.699997,192.0,185.0,190.339996,190.339996,6065100,-0.33303333333333335
2016-02-29,192.399994,196.350006,189.220001,191.929993,191.929993,4499000,-0.7096
2016-03-01,194.25,195.949997,182.699997,186.350006,186.350006,6712200,0.028566666666666667
2016-03-02,183.729996,188.520004,181.5,188.339996,188.339996,4862400,-0.046925
2016-03-03,188.279999,197.419998,184.220001,195.740005,195.740005,4829000,-0.0234625
2016-03-04,198.0,204.029999,197.5,201.039993,201.039993,6489100,0.0
2016-03-07,197.679993,209.699997,197.399994,205.289993,205.289993,5329400,0.06087777777777778
2016-03-08,203.5,207.5,202.199997,202.600006,202.600006,4178700,0.12175555555555556
2016-03-09,204.520004,209.369995,202.789993,208.720001,208.720001,3208600,0.18263333333333334
2016-03-10,210.0,213.289993,200.669998,205.179993,205.179993,5192500,0.17927142857142858
2016-03-11,207.929993,209.419998,205.330002,207.5,207.5,3343100,0.17590952380952382
2016-03-14,212.649994,216.720001,210.639999,215.149994,215.149994,4065700,0.17254761904761906
2016-03-15,214.270004,218.970001,211.5,218.339996,218.339996,3180500,0.16918571428571427
2016-03-16,218.0,222.580002,217.020004,221.929993,221.929993,3516700,0.1658238095238095
2016-03-17,221.470001,228.5,220.0,226.380005,226.380005,3782900,0.16246190476190475
2016-03-18,229.100006,234.479996,228.059998,232.740005,232.740005,4711800,0.1591
2016-03-21,235.339996,239.880005,235.0,238.320007,238.320007,5307800,0.23023333333333332
2016-03-22,237.210007,238.990005,232.559998,234.240005,234.240005,4316000,0.30136666666666667
2016-03-23,232.369995,234.729996,222.029999,222.580002,222.580002,4948800,0.37249999999999994
2016-03-24,215.779999,228.889999,215.0,227.75,227.75,4960900,0.4436333333333333
2016-03-28,231.610001,234.809998,225.0,230.259995,230.259995,3925700,0.5147666666666666
2016-03-29,229.889999,232.380005,225.330002,230.130005,230.130005,4014300,0.5859
2016-03-30,235.089996,235.5,226.5,226.889999,226.889999,4033000,0.24234000000000003
2016-03-31,229.339996,237.419998,225.009995,229.770004,229.770004,8012900,0.1969090909090909
2016-04-01,244.830002,247.899994,233.25,237.589996,237.589996,15997500,0.28972857142857145
2016-04-04,249.119995,252.119995,243.639999,246.990005,246.990005,13475300,0.3672625
2016-04-05,240.5,256.559998,240.0,255.470001,255.470001,9948700,0.0
2016-04-06,253.970001,267.73999,253.449997,265.420013,265.420013,11705500,-0.07361666666666668
2016-04-07,266.450012,269.339996,254.509995,257.200012,257.200012,8856200,-0.2846
2016-04-08,260.5,260.820007,248.020004,250.070007,250.070007,7363900,0.4145142857142857
2016-04-11,251.0,258.98999,245.300003,249.919998,249.919998,9161700,0.4369
2016-04-12,249.5,251.800003,243.630005,247.820007,247.820007,5763200,0.49956666666666666
2016-04-13,248.509995,255.5,247.330002,254.529999,254.529999,4925600,0.5622333333333334
2016-04-14,253.0,256.839996,251.050003,251.860001,251.860001,4132200,0.6249
2016-04-15,251.309998,254.600006,249.119995,254.509995,254.509995,3752400,0.5134
2016-04-18,252.229996,258.309998,251.660004,253.880005,253.880005,4271400,0.4019
2016-04-19,253.119995,254.369995,241.25,247.369995,247.369995,6357500,0.26521
2016-04-20,246.259995,253.660004,241.5,249.970001,249.970001,5194100,0.12852
2016-04-21,248.990005,250.899994,246.910004,248.289993,248.289993,2783100,0.11789999999999999
2016-04-22,248.889999,254.0,245.710007,253.75,253.75,3786300,0.10727999999999999
2016-04-25,253.009995,257.380005,250.759995,251.820007,251.820007,3670300,0.09666
2016-04-26,252.050003,255.729996,249.389999,253.740005,253.740005,3223800,0.08603999999999999
2016-04-27,252.75,255.0,249.399994,251.470001,251.470001,3205800,0.07541999999999999
2016-04-28,249.850006,253.429993,247.440002,247.710007,247.710007,2519000,-0.025290000000000007
2016-04-29,248.139999,248.429993,237.809998,240.759995,240.759995,5413800,-0.126
2016-05-02,241.5,243.190002,234.820007,241.800003,241.800003,3843900,0.49525
2016-05-03,237.360001,238.910004,231.619995,232.320007,232.320007,4302200,0.49246666666666666
2016-05-04,230.289993,234.460007,220.399994,222.559998,222.559998,8700500,0.4896833333333333
2016-05-05,228.460007,228.639999,209.789993,211.529999,211.529999,11254800,0.48689999999999994
2016-05-06,210.869995,216.369995,208.110001,214.929993,214.929993,5685200,0.29405
2016-05-09,215.720001,216.149994,206.800003,208.919998,208.919998,4776400,0.147025
2016-05-10,207.550003,209.470001,205.0,208.690002,208.690002,4070600,0.0
2016-05-11,207.589996,215.479996,206.050003,208.960007,208.960007,5161900,0.07859
2016-05-12,211.440002,211.669998,203.660004,207.279999,207.279999,3650500,0.15718
2016-05-13,207.779999,211.199997,206.699997,207.610001,207.610001,2822800,0.13777571428571428
2016-05-16,208.149994,213.149994,207.919998,208.289993,208.289993,2949400,0.11837142857142859
2016-05-17,209.050003,209.820007,204.020004,204.660004,204.660004,2843600,0.4201
2016-05-18,209.149994,215.309998,207.75,211.169998,211.169998,5617500,0.020779999999999996
2016-05-19,213.619995,216.789993,207.300003,215.210007,215.210007,6866300,0.6249
2016-05-20,216.990005,220.550003,216.350006,220.279999,220.279999,9007100,0.6765
2016-05-23,219.869995,222.600006,215.860001,216.220001,216.220001,5102500,0.7281
2016-05-24,216.600006,218.740005,215.179993,217.910004,217.910004,3013800,0.7797000000000001
2016-05-25,217.910004,221.360001,216.509995,219.580002,219.580002,3126800,0.8313
2016-05-26,220.5,225.259995,219.050003,225.119995,225.119995,4072400,0.4131
2016-05-27,224.990005,225.929993,220.75,223.039993,223.039993,3650300,0.12935
2016-05-31,223.039993,224.75,221.5,223.229996,223.229996,2789000,0.284875
2016-06-01,221.479996,222.399994,216.889999,219.559998,219.559998,2982700,0.44040000000000007
2016-06-02,219.589996,219.910004,217.110001,218.960007,218.960007,2032800,0.20413333333333336
2016-06-03,220.0,221.940002,218.009995,218.990005,218.990005,2229000,0.5654333333333333
2016-06-06,218.0,220.899994,215.449997,220.679993,220.679993,2249500,0.0
2016-06-07,222.240005,234.440002,221.520004,232.339996,232.339996,6213600,0.0
2016-06-08,233.800003,240.850006,232.610001,235.520004,235.520004,5972000,0.25436666666666663
2016-06-09,234.979996,235.330002,227.059998,229.360001,229.360001,4492100,-0.148
2016-06-10,227.389999,227.970001,218.419998,218.789993,218.789993,6026600,0.0898
2016-06-13,219.5,225.770004,217.660004,217.869995,217.869995,4193000,0.1333388888888889
2016-06-14,218.880005,222.199997,212.529999,214.960007,214.960007,3580200,0.17687777777777777
2016-06-15,216.949997,221.899994,215.130005,217.699997,217.699997,2908500,0.22041666666666665
2016-06-16,217.419998,218.039993,213.5,217.929993,217.929993,2440300,0.18853333333333333
2016-06-17,217.809998,219.990005,214.5,215.470001,215.470001,3112600,0.15664999999999998
2016-06-20,219.5,223.75,218.229996,219.699997,219.699997,3555500,0.71735
2016-06-21,220.679993,222.570007,218.809998,219.610001,219.610001,4529000,0.058975
2016-06-22,199.470001,205.949997,195.75,196.660004,196.660004,23742400,-0.5994
2016-06-23,195.690002,197.550003,192.130005,196.399994,196.399994,10130700,-0.33064166666666667
2016-06-24,190.050003,195.119995,189.729996,193.149994,193.149994,7026500,-0.06188333333333329
2016-06-27,190.860001,198.809998,187.869995,198.550003,198.550003,7205400,0.206875
2016-06-28,201.889999,204.050003,199.410004,201.789993,201.789993,6212400,0.8016
2016-06-29,205.130005,211.779999,203.0,210.190002,210.190002,5994900,0.16402499999999998
2016-06-30,212.970001,213.5,209.020004,212.279999,212.279999,4843100,-0.2857
2016-07-01,206.139999,218.240005,206.0,216.5,216.5,5400000,-0.13504000000000002
2016-07-05,209.729996,214.539993,208.0,213.979996,213.979996,5175300,0.01561999999999999
2016-07-06,210.0,215.229996,209.0,214.440002,214.440002,4919900,0.10564285714285715
2016-07-07,213.100006,218.119995,213.009995,215.940002,215.940002,3612000,0.03364642857142858
2016-07-08,217.800003,219.809998,214.5,216.779999,216.779999,4074800,-0.038349999999999995
2016-07-11,219.960007,226.779999,219.509995,224.779999,224.779999,5429800,0.11959166666666665
2016-07-12,224.100006,227.5,223.220001,224.649994,224.649994,4571300,0.2775333333333333
2016-07-13,225.5,225.589996,220.289993,222.529999,222.529999,3567100,0.4215
2016-07-14,223.119995,224.940002,221.050003,221.529999,221.529999,2675800,-0.11857499999999999
2016-07-15,222.520004,222.75,219.639999,220.399994,220.399994,2234200,0.16087272727272728
2016-07-18,219.639999,227.089996,218.300003,226.25,226.25,3412100,0.30655000000000004
2016-07-19,225.0,229.100006,224.75,225.259995,225.259995,3115100,0.0
2016-07-20,226.470001,229.800003,225.0,228.360001,228.360001,2568500,-0.042555555555555555
2016-07-21,226.0,227.850006,219.100006,220.5,220.5,4428700,0.23434999999999995
2016-07-22,221.990005,224.5,218.880005,222.270004,222.270004,2579700,0.4019
2016-07-25,222.270004,231.389999,221.369995,230.009995,230.009995,4490700,0.4019
2016-07-26,227.690002,230.0,225.300003,229.509995,229.509995,3430000,0.14049999999999999
2016-07-27,229.339996,233.360001,226.919998,228.490005,228.490005,2889000,0.6159
2016-07-28,227.949997,230.759995,226.600006,230.610001,230.610001,2419100,0.44040000000000007
2016-07-29,230.699997,235.279999,230.240005,234.789993,234.789993,3070800,0.2912333333333333
2016-08-01,235.5,236.630005,229.380005,230.009995,230.009995,4016300,0.2235
2016-08-02,229.369995,229.869995,221.399994,227.199997,227.199997,3934400,0.2708875
2016-08-03,227.369995,229.699997,224.210007,225.789993,225.789993,3887800,0.318275
2016-08-04,225.690002,230.860001,222.050003,230.610001,230.610001,4147000,0.3656625
2016-08-05,230.0,232.0,227.399994,230.029999,230.029999,3205200,0.41305
2016-08-08,228.0,229.600006,226.089996,226.160004,226.160004,2263600,0.46043749999999994
2016-08-09,226.820007,231.539993,226.649994,229.080002,229.080002,2207800,0.507825
2016-08-10,228.240005,229.869995,224.619995,225.649994,225.649994,2338300,0.0
2016-08-11,226.169998,227.570007,223.410004,224.910004,224.910004,1880900,0.8805
2016-08-12,225.410004,226.649994,224.039993,225.610001,225.610001,1813500,0.44025
2016-08-15,226.020004,229.5,224.929993,225.589996,225.589996,2034300,0.0
2016-08-16,225.490005,227.190002,223.410004,223.610001,223.610001,2267100,-0.09175999999999998
2016-08-17,224.330002,224.830002,222.800003,223.240005,223.240005,1787100,-0.18351999999999996
2016-08-18,223.820007,225.660004,222.289993,223.509995,223.509995,1714500,-0.27527999999999997
2016-08-19,223.539993,225.169998,222.529999,225.0,225.0,1659500,-0.3670399999999999
2016-08-22,224.169998,225.110001,222.679993,222.929993,222.929993,2065500,-0.45879999999999993
2016-08-23,224.320007,228.490005,222.800003,224.839996,224.839996,4784400,0.0
2016-08-24,227.050003,227.149994,222.220001,222.619995,222.619995,2570700,0.13816
2016-08-25,223.110001,223.800003,220.770004,220.960007,220.960007,1762500,0.27632
2016-08-26,222.139999,222.860001,218.820007,219.990005,219.990005,2239000,0.41448
2016-08-29,220.149994,220.399994,215.0,215.199997,215.199997,3266300,0.55264
2016-08-30,216.110001,216.110001,210.520004,211.339996,211.339996,3168900,0.6908
2016-08-31,210.429993,212.600006,208.649994,212.009995,212.009995,3276500,0.22563999999999998
2016-09-01,209.009995,211.100006,200.5,200.770004,200.770004,7943100,-0.21159999999999998
2016-09-02,202.330002,203.199997,196.199997,197.779999,197.779999,5977400,-0.15583599999999997
2016-09-06,199.020004,203.25,199.0,202.830002,202.830002,4390600,-0.100072
2016-09-07,205.5,206.5,200.710007,201.710007,201.710007,3640900,-0.044307999999999986
2016-09-08,199.550003,199.889999,196.360001,197.360001,197.360001,3377900,0.011455999999999994
2016-09-09,199.089996,199.919998,193.699997,194.470001,194.470001,3757000,0.06722
2016-09-12,195.0,201.369995,194.100006,198.300003,198.300003,3715200,0.013097499999999998
2016-09-13,197.059998,198.490005,193.449997,196.050003,196.050003,3589400,-0.041025000000000006
2016-09-14,195.75,197.919998,194.860001,196.410004,196.410004,2254500,0.0218111111111111
2016-09-15,196.490005,202.520004,196.399994,200.419998,200.419998,3077200,0.08464722222222221
2016-09-16,200.419998,205.699997,199.0,205.399994,205.399994,3107800,0.14748333333333333
2016-09-19,207.0,209.429993,205.0,206.339996,206.339996,2299500,0.7845
2016-09-20,206.850006,207.75,203.910004,204.639999,204.639999,2410500,0.41196363636363637
2016-09-21,206.369995,207.0,201.559998,205.220001,205.220001,2633500,0.03942727272727273
2016-09-22,206.399994,207.279999,203.0,206.429993,206.429993,2382900,0.055600000000000004
2016-09-23,205.990005,210.179993,205.669998,207.449997,207.449997,2905200,0.44040000000000007
2016-09-26,206.5,211.0,206.5,208.990005,208.990005,2394400,0.040633333333333334
2016-09-27,209.649994,209.979996,204.610001,205.809998,205.809998,3373200,0.0777
